timestamp,voltage,current,power,energy_kWh
2025-11-11 23:05:07,236.3,0.144,170,0.0028333333333333335
2025-11-11 23:06:37,235.8,0.109,113,0.0018833333333333334
2025-11-11 23:06:51,235.8,0.109,113,0.0018833333333333334
2025-11-11 23:06:58,235.8,0.109,113,0.0018833333333333334
2025-11-11 18:33:51,bf52f933daca3ce0dbzsc7,Smart plug ,238.6,0.124,172.0,0.0002388888888888889
2025-11-11 18:34:48,bf52f933daca3ce0dbzsc7,Smart plug ,239.0,0.113,161.0,0.0002236111111111111
2025-11-11 18:35:10,bf52f933daca3ce0dbzsc7,Smart plug ,239.0,0.113,161.0,0.0002236111111111111
